ticker,start,end,missed_seeds,n_missed_seeds,days,mean_score_ratio,max_score
ARE,2023-11-14,2023-11-14,1,1,1,0.5830350273313338,0.0015598007688822
TMO,2024-11-15,2024-11-15,0,1,1,0.5833111683427648,0.0008842469767607
CLX,2023-10-05,2023-10-05,0,1,1,0.5838102557129348,0.0008850035480766
DE,2024-02-15,2024-02-15,0,1,1,0.5884563021295075,0.0008920465342574
PLTR,2024-08-08,2024-08-08,1,1,1,0.6311799481268492,0.001688603466755
MU,2023-12-21,2023-12-21,1,1,1,0.6337812056672424,0.0016955626429989
UNH,2024-01-25,2024-01-25,0,1,1,0.6460159862847227,0.0009793018097601
LLY,2023-05-03,2023-05-03,1,1,1,0.648283149220412,0.0017343598706853
CPB,2024-12-04,2024-12-04,0,1,1,0.6490389722433211,0.0009838843830756
ARE,2024-07-11,2024-07-11,0,1,1,0.6681795488613884,0.0010128997661619
CPB,2023-12-06,2023-12-06,1,1,1,0.6769003054051158,0.001810919700074
COST,2023-05-26,2023-05-26,0,1,1,0.6787260761844368,0.0010288873477596
AFL,2024-02-01,2024-02-01,1,1,1,0.6804973957948942,0.0018205430401697
TGT,2024-03-05,2024-03-05,1,1,1,0.6864378948828221,0.001836435730335
GM,2023-08-10,2023-08-10,0,1,1,0.7013840131803242,0.0010632347310699
LIN,2023-12-12,2023-12-13,1,1,2,0.7120521719885093,0.0019049619204452
MAR,2024-02-13,2024-02-13,2,1,1,0.714656383790765,0.0020072772963127
LLY,2024-02-05,2024-02-05,1,1,1,0.7205256208684241,0.0019276310422962
AAPL,2024-06-11,2024-06-11,1,1,1,0.7244529604033471,0.0019381379019857
STZ,2023-07-19,2023-07-19,2,1,1,0.7252448185301215,0.0020370173576035
LLY,2024-07-18,2024-07-18,0,1,1,0.7387056389530618,0.0011198109403873
DE,2023-02-17,2023-02-17,1,1,1,0.7493464231572728,0.0020047356886083
WFC,2024-07-12,2024-07-12,2,1,1,0.7612355822938607,0.0021381057192532
TGT,2024-05-22,2024-05-22,0,1,1,0.7718897197757734,0.0011701150057585
APD,2023-02-02,2023-02-02,0,1,1,0.7872309407888144,0.0011933709093599
CLX,2023-05-03,2023-05-03,0,1,1,0.7885326766099936,0.0011953442231363
CRM,2024-04-15,2024-04-15,2,1,1,0.7919646416595321,0.0022244153704377
BMY,2023-10-26,2023-10-26,0,1,1,0.7969080172447681,0.0012080404820759
INTU,2024-11-22,2024-11-22,0,1,1,0.8030529725284683,0.0012173556785385
ABT,2024-03-15,2024-03-15,1,1,1,0.8230017161906316,0.0022017865986223
PHM,2024-10-22,2024-10-22,2,1,1,0.8230220422251012,0.0023116472436172
CL,2023-01-27,2023-01-27,2,1,1,0.8238704374229673,0.002314030157221
AXP,2024-08-02,2024-08-02,1,1,1,0.838320694329898,0.0022427696489709
META,2024-10-31,2024-10-31,1,1,1,0.8396303992688179,0.0022462735186785
COP,2023-04-03,2023-04-03,2,1,1,0.8490342369313629,0.0023847084924151
ABNB,2024-05-09,2024-05-09,0,1,1,0.867353128960416,0.0013148289004069
MSFT,2023-04-26,2023-04-26,1,1,1,0.8711343913696885,0.002330556535647
CCL,2024-06-25,2024-06-25,2,1,1,0.8816865198422751,0.0024764199605366
PG,2024-07-30,2024-07-30,0,1,1,0.8997001485930847,0.0013638640567175
LW,2023-10-12,2023-10-12,0,1,1,0.9254002929616717,0.0014028231512687
AXP,2024-04-19,2024-04-19,2,1,1,0.9401345268956384,0.0026405846699465
AMZN,2023-10-27,2023-10-27,1,1,1,0.9567685711927515,0.0025596547086024
GM,2024-10-22,2024-10-22,0,1,1,0.970063995432766,0.0014705292848461
APTV,2024-06-26,2024-06-26,2,1,1,0.979178123695699,0.0027502476173443
LIN,2023-02-24,2023-02-24,1,1,1,0.9844331128621016,0.0026336659966791
