seed,ticker,start,end,days,peak_date,max_score,threshold,score_ratio,under_threshold
0,RCL,2024-08-02,2024-08-02,1,2024-08-02,0.0002134808979159,0.0015159095603688145,0.1408269355224338,0.0013024286624529146
0,JNJ,2023-04-05,2023-04-05,1,2023-04-05,0.0002182285024294,0.0015159095603688145,0.14395878760491881,0.0012976810579394145
0,MO,2024-07-31,2024-07-31,1,2024-07-31,0.0002196676705504,0.0015159095603688145,0.14490816358263206,0.0012962418898184145
0,MRK,2023-03-06,2023-03-06,1,2023-03-06,0.0002239885598523,0.0015159095603688145,0.14775852445828266,0.0012919210005165145
0,DHR,2024-10-22,2024-10-22,1,2024-10-22,0.0002253850128612,0.0015159095603688145,0.1486797225596788,0.0012905245475076145
0,MHK,2023-10-12,2023-10-12,1,2023-10-12,0.0002355493482355,0.0015159095603688145,0.15538482927582556,0.0012803602121333145
0,CVX,2023-05-02,2023-05-02,1,2023-05-02,0.0002368072743593,0.0015159095603688145,0.15621464535238222,0.0012791022860095145
0,DHI,2024-07-11,2024-07-11,1,2024-07-11,0.0002374903947687,0.0015159095603688145,0.15666527936595345,0.0012784191656001144
0,LOW,2024-11-19,2024-11-19,1,2024-11-19,0.0002425421693699,0.0015159095603688145,0.1599977833182149,0.0012733673909989145
0,AAPL,2024-03-21,2024-03-21,1,2024-03-21,0.0002526803297466,0.0015159095603688145,0.1666856231747255,0.0012632292306222145
0,MRK,2023-08-23,2023-08-23,1,2023-08-23,0.0002538705780504,0.0015159095603688145,0.16747079422642755,0.0012620389823184146
0,INTU,2024-11-06,2024-11-06,1,2024-11-06,0.0002569067302925,0.0015159095603688145,0.16947365265642608,0.0012590028300763145
0,ADBE,2023-05-03,2023-05-03,1,2023-05-03,0.0002578235222851,0.0015159095603688145,0.1700784327940861,0.0012580860380837144
0,CSCO,2023-09-21,2023-09-21,1,2023-09-21,0.0002583944638293,0.0015159095603688145,0.17045506578006786,0.0012575150965395145
0,CPB,2023-10-13,2023-10-13,1,2023-10-13,0.0002588843074287,0.0015159095603688145,0.17077820088799658,0.0012570252529401145
0,PG,2024-04-03,2024-04-03,1,2024-04-03,0.0002617530430143,0.0015159095603688145,0.17267061957879373,0.0012541565173545145
0,LULU,2024-11-01,2024-11-01,1,2024-11-01,0.0002619330137726,0.0015159095603688145,0.17278934088183517,0.0012539765465962144
0,LMT,2023-09-06,2023-09-06,1,2023-09-06,0.0002639783309859,0.0015159095603688145,0.17413857520739903,0.0012519312293829145
0,TMUS,2023-04-28,2023-04-28,1,2023-04-28,0.0002674380975804,0.0015159095603688145,0.17642087930056552,0.0012484714627884145
0,DE,2023-04-05,2023-04-05,1,2023-04-05,0.0002878448794641,0.0015159095603688145,0.18988262030227485,0.0012280646809047144
0,WFC,2023-03-09,2023-03-09,1,2023-03-09,0.000296085430423,0.0015159095603688145,0.19531866422886313,0.0012198241299458145
0,ALB,2024-08-15,2024-08-15,1,2024-08-15,0.0002970242894662,0.0015159095603688145,0.19593800133692357,0.0012188852709026144
0,AAPL,2023-08-04,2023-08-04,1,2023-08-04,0.0003043484872857,0.0015159095603688145,0.200769554624125,0.0012115610730831145
0,ABT,2023-07-20,2023-07-20,1,2023-07-20,0.0003107923233756,0.0015159095603688145,0.20502035972382518,0.0012051172369932145
0,PM,2024-08-05,2024-08-05,1,2024-08-05,0.0003153264786305,0.0015159095603688145,0.208011405742294,0.0012005830817383145
0,ALGN,2023-09-07,2023-09-07,1,2023-09-07,0.0003193512086606,0.0015159095603688145,0.2106663992427775,0.0011965583517082145
0,GS,2024-03-21,2024-03-21,1,2024-03-21,0.0003321495566221,0.0015159095603688145,0.21910908493860898,0.0011837600037467146
0,LIN,2024-02-06,2024-02-06,1,2024-02-06,0.0003370246705647,0.0015159095603688145,0.22232505116116777,0.0011788848898041143
