ticker,start,end,n_missed_seeds,missed_seeds,mean_score_ratio,miss_type_50,miss_type_75,label_return_abs_z3,label_volume_z2,label_volratio_1p5,panel_return_extreme,panel_volume_extreme,panel_gap_extreme,max_abs_z_return,max_volume_z,max_vol_ratio_5_20,max_abs_gap,max_abs_log_return_1d,peak_return_date
PG,2024-08-01,2024-08-01,3,"0,1,2",0.0860602667036103,hard_miss,hard_or_mid,True,True,True,True,False,False,3.020928952446368,2.569283983042987,1.7448186734778484,0.0007465522420555,0.0302060852115388,2024-08-01
CVX,2024-06-03,2024-06-03,3,"0,1,2",0.0875734710810425,hard_miss,hard_or_mid,True,False,True,False,False,False,3.3537868152693697,0.891802824566282,1.5872692659081702,0.0049906502035313,0.0302748999492573,2024-06-03
JPM,2024-08-02,2024-08-02,3,"0,1,2",0.0939240752815015,hard_miss,hard_or_mid,True,True,False,True,False,False,3.279681637329562,2.622660980180424,1.2286496561175126,0.0196191826618672,0.0433377112054462,2024-08-02
DHR,2023-07-27,2023-07-27,3,"0,1,2",0.0948763578442642,hard_miss,hard_or_mid,True,False,True,False,False,False,3.0102450936351945,0.7675202816196951,1.7430984336310549,0.0024538951942658,0.0369172143912938,2023-07-27
ALL,2023-07-20,2023-07-20,3,"0,1,2",0.0966466617956176,hard_miss,hard_or_mid,True,False,True,True,False,False,4.325254317493129,1.5173647635179095,1.5515379103497575,0.010019908331069,0.0568643882929057,2023-07-20
RCL,2024-08-02,2024-08-02,3,"0,1,2",0.1002870415023328,hard_miss,hard_or_mid,True,True,False,False,False,False,3.054212549205162,2.187797568598499,1.0722971124997631,0.0309946337423716,0.064425906664574,2024-08-02
CVX,2023-10-23,2023-10-23,3,"0,1,2",0.1017219392522266,hard_miss,hard_or_mid,True,True,False,False,False,False,3.144429937727016,3.141700226010616,1.118527363500786,0.0211591660747883,0.0375604846869375,2023-10-23
BKNG,2024-07-25,2024-07-25,3,"0,1,2",0.103500384607841,hard_miss,hard_or_mid,True,True,False,False,False,False,3.053884708250035,2.456033674595953,1.1140141744476713,0.0051973615366238,0.0390906396174126,2024-07-25
XOM,2024-04-26,2024-04-26,3,"0,1,2",0.1090651470763418,hard_miss,hard_or_mid,True,True,False,False,False,False,3.210609796006749,2.36910179508991,1.2671255040083906,0.0192038353378907,0.0281685411532556,2024-04-26
LEN,2024-11-25,2024-11-25,3,"0,1,2",0.1113864586827843,hard_miss,hard_or_mid,True,True,False,False,False,False,3.0913481445045874,2.0037815999808037,0.9940842534731564,0.0167287414617456,0.0545804041623043,2024-11-25
INTC,2024-07-08,2024-07-08,3,"0,1,2",0.1231613125744608,hard_miss,hard_or_mid,True,True,False,False,False,False,3.0426444246848345,2.0054045716523774,1.414990231050553,0.0315427132603487,0.0597056722059917,2024-07-08
ARE,2024-07-24,2024-07-24,3,"0,1,2",0.1254197085715348,hard_miss,hard_or_mid,True,True,False,False,False,False,3.201370757516964,2.047630624407953,0.8806430391650477,0.0034594323016723,0.0492969055246543,2024-07-24
CVX,2023-10-11,2023-10-11,3,"0,1,2",0.1264450466815745,hard_miss,hard_or_mid,True,True,False,False,False,False,3.021262214344161,2.212958160251796,1.4718829508830158,0.008826788946647,0.0332103184757543,2023-10-11
UNH,2024-12-05,2024-12-05,3,"0,1,2",0.1392817536257664,hard_miss,hard_or_mid,True,True,False,True,False,False,3.1034764177230643,2.0749422639275443,1.155164067282964,0.0084315891236626,0.053502498218258,2024-12-05
INTU,2024-05-30,2024-05-30,3,"0,1,2",0.1452440652938703,hard_miss,hard_or_mid,True,True,False,True,False,False,3.2045905823674947,3.075472476214744,1.2604589442105436,0.0164135224628948,0.0608324202675459,2024-05-30
JPM,2023-03-15,2023-03-15,3,"0,1,2",0.1527526353384163,hard_miss,hard_or_mid,True,True,True,True,False,True,3.413305574519702,2.93763284722392,1.6552768434247305,0.0270392125432854,0.0483966945499224,2023-03-15
ALLE,2023-12-08,2023-12-08,3,"0,1,2",0.15360614023725,hard_miss,hard_or_mid,True,True,True,True,False,False,3.8273822975755913,3.128843651560702,1.501184605473696,0.0181748623513974,0.0487493140549826,2023-12-08
MCD,2024-07-29,2024-07-29,3,"0,1,2",0.1547522365902718,hard_miss,hard_or_mid,True,True,False,True,False,False,3.1714908587918487,3.176117849937728,1.3212255748375352,0.0061508197528985,0.0366992871172523,2024-07-29
CPB,2023-10-13,2023-10-13,3,"0,1,2",0.157104785099848,hard_miss,hard_or_mid,True,False,True,True,False,False,3.750383906451618,1.3020242117243994,1.5426722634684795,0.0176035314305416,0.0424389243354663,2023-10-13
TMUS,2024-06-12,2024-06-12,3,"0,1,2",0.1572549159272152,hard_miss,hard_or_mid,True,True,False,False,False,False,3.755878326844966,3.056593862365575,0.9196907848341004,0.0085201205547677,0.0261805532841853,2024-06-12
ALB,2024-08-15,2024-08-15,3,"0,1,2",0.162369145295258,hard_miss,hard_or_mid,True,False,True,False,False,False,3.0466119357998025,1.9138110925816427,1.536430221370261,0.0178448812475087,0.0828158696183987,2024-08-15
DE,2024-11-08,2024-11-08,3,"0,1,2",0.1627968279563829,hard_miss,hard_or_mid,True,False,True,False,False,False,3.537071051541095,1.1169504609045884,1.5618602402840631,0.0220353037824608,0.0424793608465228,2024-11-08
AVGO,2023-05-02,2023-05-02,3,"0,1,2",0.1647937553837643,hard_miss,hard_or_mid,True,False,True,False,False,False,3.075398133095474,1.1543739061207658,1.5845050378585823,0.0191080349375987,0.0409721645204846,2023-05-02
BLK,2023-11-02,2023-11-02,3,"0,1,2",0.1656564086626001,hard_miss,hard_or_mid,True,True,False,True,False,False,4.269783354485949,2.262803729030169,1.2876138220711013,0.0122686038856442,0.0448715037184782,2023-11-02
RCL,2024-08-06,2024-08-06,3,"0,1,2",0.1672092863962715,hard_miss,hard_or_mid,True,True,False,True,False,True,3.181869992143961,2.394093543453486,1.423491306034332,0.0438576910614455,0.0723688456165498,2024-08-06
WFC,2023-03-09,2023-03-09,3,"0,1,2",0.1707821283670629,hard_miss,hard_or_mid,True,True,True,True,False,False,4.75072147746519,2.462217353301293,1.5600429196554184,0.0091240691072729,0.0638087841627516,2023-03-09
COF,2024-06-11,2024-06-11,3,"0,1,2",0.1728619171624557,hard_miss,hard_or_mid,True,False,True,False,False,False,3.033780423447787,0.3844390938671017,1.583068042390673,0.005251845659493,0.0417390647861025,2024-06-11
INTU,2024-11-06,2024-11-06,3,"0,1,2",0.1753888843547398,hard_miss,hard_or_mid,True,True,True,False,False,True,3.008661268565171,3.0873217340044623,1.6374398989488974,0.0392514661318546,0.0466617752384009,2024-11-06
INTU,2024-11-19,2024-11-19,3,"0,1,2",0.1786235453054564,hard_miss,hard_or_mid,True,True,False,False,False,True,3.748014164739496,2.5184194982502586,0.9647396844059872,0.0629188285622363,0.0523784768372748,2024-11-19
DE,2023-12-13,2023-12-13,3,"0,1,2",0.1789049844190655,hard_miss,hard_or_mid,True,True,False,False,False,False,3.530097672960542,2.2823429756744598,1.3033354169680724,0.0001114306240279,0.047863440465777,2023-12-13
LW,2024-12-13,2024-12-13,3,"0,1,2",0.1798096998402611,hard_miss,hard_or_mid,True,True,False,False,False,False,3.301367763910881,3.0421694761749976,1.3688348342114616,0.0166373845755759,0.0656913808576682,2024-12-13
GS,2024-03-21,2024-03-21,3,"0,1,2",0.1823783065394396,hard_miss,hard_or_mid,True,True,False,False,False,False,4.217079971033102,2.442814710298418,1.4978550582886776,0.0083233487757517,0.042564771101085,2024-03-21
LIN,2024-02-06,2024-02-06,3,"0,1,2",0.1879569627693707,hard_miss,hard_or_mid,True,False,True,True,False,True,3.3864066866574816,1.7562369242112268,1.745047907447291,0.0355939030310787,0.0365886236660306,2024-02-06
LIN,2023-07-05,2023-07-05,3,"0,1,2",0.1988514942064894,hard_miss,hard_or_mid,True,True,False,False,False,False,3.241614230351388,2.5722860390194957,1.1782047816825088,0.0186163551818852,0.0293017092224279,2023-07-05
GOOG,2024-11-21,2024-11-21,3,"0,1,2",0.1989155266270003,hard_miss,hard_or_mid,True,True,False,False,False,False,3.2031328746780776,2.559101406439157,1.1776082294232306,0.0105735378785792,0.04669458681886,2024-11-21
CMCSA,2024-11-06,2024-11-06,3,"0,1,2",0.2025132860830589,hard_miss,hard_or_mid,True,False,True,True,False,True,4.5962041517285135,1.940317624587955,1.556295567142055,0.0298403727797342,0.0588540140156266,2024-11-06
UNH,2023-04-03,2023-04-03,3,"0,1,2",0.2081549128112736,hard_miss,hard_or_mid,True,False,True,False,False,False,3.495103852351529,1.1482133236361414,1.551745965358744,0.0266827962723332,0.0446918801879693,2023-04-03
C,2024-01-30,2024-01-30,3,"0,1,2",0.2238640754591854,hard_miss,hard_or_mid,True,True,False,True,False,False,3.4983640416912483,2.387795990284157,1.2407145238633963,0.0171871722754313,0.0536099060611344,2024-01-30
DHI,2024-07-11,2024-07-11,3,"0,1,2",0.2297592588234397,hard_miss,hard_or_mid,True,True,False,True,False,False,3.8101393844078646,2.114145508219086,1.2910836644949686,0.0318789379607171,0.0701240034485267,2024-07-11
ACN,2024-10-30,2024-10-30,3,"0,1,2",0.2300443617186067,hard_miss,hard_or_mid,True,True,False,True,False,False,3.835285341693316,2.119666557913639,1.3191767828546928,0.0138828555459056,0.0464282705128134,2024-10-30
ADBE,2023-05-25,2023-05-25,3,"0,1,2",0.2308102205357769,hard_miss,hard_or_mid,True,True,False,True,False,False,3.35395875433616,2.4009657312268247,1.0774552128754364,0.0266020893719869,0.0694374757691653,2023-05-25
BAC,2024-08-02,2024-08-02,3,"0,1,2",0.2371878265828458,hard_miss,hard_or_mid,True,True,False,True,False,True,3.74146572451696,2.6180518001374504,0.9029533519575552,0.0379747333117911,0.0498286809398679,2024-08-02
MRK,2023-08-23,2023-08-23,3,"0,1,2",0.2389161915222626,hard_miss,hard_or_mid,True,False,True,False,False,True,3.217198726937037,1.287543968781632,1.5148417440858182,0.0257390125347819,0.0372531931985445,2023-08-23
MO,2024-02-01,2024-02-01,3,"0,1,2",0.2404490506990035,hard_miss,hard_or_mid,True,True,False,True,False,False,4.229468493353584,2.666226566630171,1.4234912429399154,0.0119640285396161,0.0391056556831099,2024-02-01
PG,2023-10-18,2023-10-18,3,"0,1,2",0.2433880717992488,hard_miss,hard_or_mid,True,True,False,False,False,True,3.285714014487869,2.935996230555214,0.9142334805007052,0.0259814590346337,0.0254497435852644,2023-10-18
ADBE,2024-02-16,2024-02-16,3,"0,1,2",0.2616899119883021,hard_miss,hard_or_mid,True,True,False,True,False,False,4.55060447347988,3.3736743463378054,1.1214232688440338,0.0009145349656219,0.0770410379763247,2024-02-16
JNJ,2023-07-31,2023-07-31,3,"0,1,2",0.2622686977777956,hard_miss,hard_or_mid,True,True,False,True,False,True,4.178644180517149,3.44486134291988,1.0602256870543076,0.0274529804792641,0.0406476804917017,2023-07-31
BMY,2024-10-31,2024-10-31,3,"0,1,2",0.2627760917146116,hard_miss,hard_or_mid,True,False,True,True,False,False,4.291517123361107,1.7109855296174867,1.5941504775496678,0.0216482809053934,0.0573799303340143,2024-10-31
PM,2023-09-28,2023-09-28,3,"0,1,2",0.2650891783366216,hard_miss,hard_or_mid,True,True,False,False,False,False,3.8677280401791454,2.160397672242085,1.4656620420794526,0.0075286659542676,0.029777976363282,2023-09-28
ABNB,2024-02-15,2024-02-15,3,"0,1,2",0.2724126665881691,hard_miss,hard_or_mid,True,True,False,False,False,False,3.0577482930281707,2.504747104662623,1.4092293229141113,0.0047908686129544,0.0620684036299821,2024-02-15
GE,2024-03-07,2024-03-07,3,"0,1,2",0.2803071377886949,hard_miss,hard_or_mid,True,True,True,False,False,False,3.5128696757705007,2.521790178627932,1.5790111099401594,0.0159246261984813,0.0429512980171817,2024-03-07
AES,2024-11-06,2024-11-06,3,"0,1,2",0.2862479250597665,hard_miss,hard_or_mid,True,True,True,True,True,True,3.577719001204673,3.549957535961464,1.725299365813992,0.0535138487390483,0.0882430328038935,2024-11-06
EL,2024-08-13,2024-08-13,3,"0,1,2",0.2867301224223723,hard_miss,hard_or_mid,True,True,True,False,False,False,4.250079512567877,2.612889002971714,1.5221062318505187,0.0051045612392502,0.0642485951061907,2024-08-13
MRK,2023-01-09,2023-01-09,3,"0,1,2",0.2953876312474507,hard_miss,hard_or_mid,True,False,True,True,False,False,3.738503158716149,1.1008954320677988,1.5133744458053526,0.0003483348900298,0.0396108740277072,2023-01-09
DE,2023-04-05,2023-04-05,3,"0,1,2",0.3065105151935824,hard_miss,hard_or_mid,True,True,False,True,False,False,3.004326297956043,2.533968091195302,1.2990898289713488,0.0107881052925018,0.0618229334767003,2023-04-05
RTX,2024-11-14,2024-11-14,3,"0,1,2",0.309395905068358,hard_miss,hard_or_mid,True,False,True,False,False,False,3.837827856688759,0.7425472264947819,1.502878036584168,0.0044444331307156,0.0398123825816395,2024-11-14
LMT,2023-09-06,2023-09-06,3,"0,1,2",0.312620635536878,hard_miss,hard_or_mid,True,True,True,True,False,False,5.649767927067715,2.840125976565554,1.6263136558930944,0.0111188582890284,0.0489092038795009,2023-09-06
DHR,2024-10-22,2024-10-22,3,"0,1,2",0.3130580147992766,hard_miss,hard_or_mid,True,True,False,False,False,False,3.5376073513481026,2.1197331183591697,1.2916388149238132,0.029622713824673,0.040540432169566,2024-10-22
LIN,2023-02-07,2023-02-07,3,"0,1,2",0.318261111961329,hard_miss,hard_or_mid,True,True,False,True,False,False,3.0014289941936894,3.102021651889549,1.4663540315311372,0.0122654435259645,0.0432200958265868,2023-02-07
CSCO,2023-09-21,2023-09-21,3,"0,1,2",0.3342799588549816,hard_miss,hard_or_mid,True,True,False,True,False,True,4.1650869333252905,2.3686059149181933,1.349208843403366,0.0376576937918195,0.0396965338365984,2023-09-21
LULU,2024-11-01,2024-11-01,3,"0,1,2",0.3348041641614387,hard_miss,hard_or_mid,True,True,False,True,False,False,3.547323936576335,2.1106589322811637,1.4717600335771508,0.0065458618560542,0.0752127805376847,2024-11-01
MRK,2024-02-01,2024-02-01,3,"0,1,2",0.3355591315436346,hard_miss,hard_or_mid,True,False,True,True,False,True,4.4528249917081295,1.1271974152734332,1.6496240834376763,0.0237621915940904,0.0453224781821309,2024-02-01
GOOGL,2024-12-10,2024-12-11,3,"0,1,2",0.3367989285672736,hard_miss,hard_or_mid,True,True,False,False,False,True,3.709939303383109,3.0841844889740657,1.1247448695495514,0.0426528337816885,0.0543764012817948,2024-12-10
GE,2024-04-03,2024-04-03,3,"0,1,2",0.3421785986424518,hard_miss,hard_or_mid,True,True,True,True,False,False,4.5379315678184815,2.189593670227986,1.6258595244291412,0.0123100794505363,0.0648953747998835,2024-04-03
MA,2024-08-05,2024-08-05,3,"0,1,2",0.3424074307446365,hard_miss,hard_or_mid,True,True,True,True,False,False,4.417030716491213,2.155309302318276,1.5223401151877065,0.0151942384590039,0.0442983905344843,2024-08-05
GOOGL,2023-02-02,2023-02-02,3,"0,1,2",0.3617468449018337,hard_miss,hard_or_mid,True,True,False,True,False,True,3.0386987635677536,2.9008348711746845,1.2427858629171484,0.0534699599282224,0.0702597884729099,2023-02-02
AFL,2023-12-14,2023-12-14,3,"0,1,2",0.3629304087854091,hard_miss,hard_or_mid,True,False,True,False,False,False,3.4878115536926257,1.7259920819017365,1.5974693710320116,0.0004760497023556,0.0332738762788033,2023-12-14
ALLE,2023-10-18,2023-10-18,3,"0,1,2",0.3642787566108165,hard_miss,hard_or_mid,True,False,True,True,False,False,3.1848247479184875,-0.0029339485096602,1.5618494140023436,0.014300535338574,0.0536936871615469,2023-10-18
CRM,2024-11-11,2024-11-11,3,"0,1,2",0.3689143956183673,hard_miss,hard_or_mid,True,True,False,False,False,False,3.8430424923047006,2.8580561087140763,1.1579912160702246,0.0102500605040333,0.059624751203383,2024-11-11
TMUS,2023-04-28,2023-04-28,3,"0,1,2",0.3734282372211848,hard_miss,hard_or_mid,True,True,True,True,False,True,3.738066114410436,2.439215936137586,1.5782824594011582,0.0229424834987188,0.0411166151292398,2023-04-28
MU,2023-04-10,2023-04-10,3,"0,1,2",0.3751307219756395,hard_miss,hard_or_mid,True,True,False,False,False,False,3.193012633255964,3.1697318935818326,1.2466693551955847,0.0447405490787929,0.077359522887449,2023-04-10
COST,2024-11-08,2024-11-08,3,"0,1,2",0.3773985802010527,hard_miss,hard_or_mid,True,True,False,False,False,False,3.011566170594194,2.572965690441595,1.011610551082173,7.656464755510385e-05,0.0321602566208528,2024-11-08
MO,2024-03-06,2024-03-06,3,"0,1,2",0.3948300984111707,hard_miss,hard_or_mid,True,True,True,True,False,True,3.461821172573447,3.312357573087091,1.7601190634134178,0.028042366507422,0.0371098336982411,2024-03-06
AAPL,2024-03-21,2024-03-21,3,"0,1,2",0.3963614099511723,hard_miss,hard_or_mid,True,True,False,True,False,False,3.418543961911628,2.1581742187201702,1.4223525059777768,0.0090668860620443,0.0417155030486944,2024-03-21
MSFT,2024-01-31,2024-01-31,3,"0,1,2",0.4138086087901612,hard_miss,hard_or_mid,True,True,False,False,False,False,3.0757271690931014,2.2140104390056226,1.3638594922193146,0.0039892716877448,0.0273159916426466,2024-01-31
DHR,2024-01-30,2024-01-30,3,"0,1,2",0.4143672697434019,hard_miss,hard_or_mid,True,True,False,True,False,True,3.2578644111629225,2.3322789601725,1.3811844943384766,0.0432608828621395,0.0460322329164758,2024-01-30
CL,2024-10-25,2024-10-25,3,"0,1,2",0.4150983868395727,hard_miss,hard_or_mid,True,True,False,True,False,True,4.619984781813497,2.755955246013293,1.3290783403606103,0.0320833812520249,0.0422893493107036,2024-10-25
ALL,2023-12-14,2023-12-14,3,"0,1,2",0.4177328708185967,hard_miss,hard_or_mid,True,False,True,False,False,False,3.107639703305604,1.3113160262542949,1.6564363533940676,0.0027710393260183,0.0360417792268607,2023-12-14
CRM,2024-09-19,2024-09-19,3,"0,1,2",0.4323311369468309,hard_miss,hard_or_mid,True,True,False,False,False,False,3.2979565083940896,2.250722939066867,1.3780361120917342,0.0328407416056755,0.0523246456584229,2024-09-19
DE,2024-08-15,2024-08-15,3,"0,1,2",0.44172678507911,hard_miss,hard_or_mid,True,True,False,True,False,False,4.254334431276772,2.2181314153403737,1.1837950564838462,0.0225461884503137,0.0606916634998397,2024-08-15
JNJ,2023-04-05,2023-04-05,3,"0,1,2",0.4519357512359723,hard_miss,hard_or_mid,True,True,False,True,False,True,4.596679750478221,2.540617339698444,1.186750295729556,0.0371001502374092,0.0439441772536563,2023-04-05
GOOG,2024-12-10,2024-12-11,3,"0,1,2",0.4522520682370731,hard_miss,hard_or_mid,True,True,False,False,False,True,3.560572206094889,2.5848768819085066,1.1223275782570044,0.0419820009198341,0.053138489388207,2024-12-10
MAR,2024-07-31,2024-07-31,3,"0,1,2",0.4532488204719073,hard_miss,hard_or_mid,True,True,False,True,True,True,4.081411395734816,3.4154433503639763,1.1976235794666634,0.0367298405225388,0.0492299317314206,2024-07-31
LW,2023-10-05,2023-10-05,3,"0,1,2",0.456862723108205,hard_miss,hard_or_mid,True,True,True,False,True,True,5.564703356143593,3.716105831856253,1.6328951732221288,0.0940436881608959,0.0771739862768231,2023-10-05
GOOGL,2024-11-21,2024-11-21,3,"0,1,2",0.4678420545094621,hard_miss,hard_or_mid,True,True,False,False,False,False,3.3728411374063514,2.9789775663997067,1.1880214569277758,0.0118194180319086,0.0486110101556605,2024-11-21
TMO,2024-07-24,2024-07-24,3,"0,1,2",0.4714666253514839,hard_miss,hard_or_mid,True,True,True,False,False,False,3.8913907325289023,2.115862846713329,1.534893731681786,0.0012313923098006,0.0399176713966675,2024-07-24
CMG,2024-04-25,2024-04-25,3,"0,1,2",0.4734490047472917,hard_miss,hard_or_mid,True,True,True,True,False,False,4.363827923933373,2.7789993748180595,1.5504115771988989,0.0291244160537539,0.0613599708180625,2024-04-25
TMUS,2024-10-24,2024-10-24,3,"0,1,2",0.4740830708428878,hard_miss,hard_or_mid,True,False,True,True,False,False,4.56057081932693,1.766810732557004,1.8504290737653764,0.0110884713423604,0.0555025786045667,2024-10-24
ORCL,2023-05-25,2023-05-25,3,"0,1,2",0.4744614066581292,hard_miss,hard_or_mid,True,True,True,False,False,False,4.478325560437349,3.049560644158481,1.752629245193232,0.0089503040391024,0.0589479928573815,2023-05-25
EMR,2024-05-08,2024-05-08,3,"0,1,2",0.4815488232146482,hard_miss,hard_or_mid,True,True,False,True,False,False,6.715213704469635,2.2275349541205838,1.430070192355338,0.0297952703364673,0.0477254121425906,2024-05-08
UNH,2024-06-28,2024-06-28,3,"0,1,2",0.482199350166598,hard_miss,hard_or_mid,True,True,False,False,True,False,3.144593981786972,4.6058837109420105,1.2880498170549457,0.0204135988983171,0.0458451385008206,2024-06-28
JNJ,2024-07-17,2024-07-17,3,"0,1,2",0.4829764068831396,hard_miss,hard_or_mid,True,True,False,True,False,False,3.4351301569889623,2.340404678879658,1.3770260577136475,0.0035760178996069,0.0362210886833748,2024-07-17
MMM,2023-10-24,2023-10-24,3,"0,1,2",0.4860898772926765,hard_miss,hard_or_mid,True,False,True,False,False,True,3.748959030432777,1.7846046272855636,1.5281470668103303,0.0526869720731287,0.0514568939209571,2023-10-24
V,2024-03-22,2024-03-22,3,"0,1,2",0.4896004169517565,hard_miss,hard_or_mid,True,True,False,False,False,False,3.348580859284891,2.025540441594936,1.4329641974226528,0.0012743097118737,0.0247908070534031,2024-03-22
HD,2024-11-06,2024-11-06,3,"0,1,2",0.4923271232070698,hard_miss,hard_or_mid,True,True,False,False,False,False,3.2466421422561016,3.2719633241960486,1.2961612959961588,0.0151215492765363,0.029731013475899,2024-11-06
EMR,2023-02-08,2023-02-08,3,"0,1,2",0.4993584359452467,hard_miss,hard_or_mid,True,True,False,True,False,True,3.666668862709759,2.15160738174602,1.051626087438819,0.033559885341974,0.058604510816932,2023-02-08
AES,2024-09-11,2024-09-11,3,"0,1,2",0.5002133879418985,threshold_miss,hard_or_mid,True,False,True,True,False,False,3.4124731979292013,1.6539937974603225,1.7044534630045387,0.0206814079929326,0.0828463189802354,2024-09-11
GILD,2023-11-08,2023-11-08,3,"0,1,2",0.5106121345866,threshold_miss,hard_or_mid,True,True,False,False,True,True,3.01821092696581,3.263164239553668,1.1175985310863668,0.0387047383113191,0.0341965687377247,2023-11-08
ACN,2023-03-23,2023-03-23,3,"0,1,2",0.5159977965810726,threshold_miss,hard_or_mid,True,True,False,True,False,False,4.5673669517796505,2.695470786044848,1.443152981302088,0.0244010252617551,0.0700953211963787,2023-03-23
AVGO,2023-09-01,2023-09-01,3,"0,1,2",0.5179897207031336,threshold_miss,hard_or_mid,True,True,False,False,False,False,3.009873797134329,2.663666324357125,1.3128543773391124,0.0227765403797614,0.0561247153064883,2023-09-01
LNT,2024-11-01,2024-11-01,3,"0,1,2",0.5324223094545008,threshold_miss,hard_or_mid,True,True,False,True,False,True,4.559280630135679,3.185579838418785,1.4085007954099589,0.0193332900227837,0.0383943173501857,2024-11-01
STZ,2023-10-05,2023-10-05,3,"0,1,2",0.5336092864091612,threshold_miss,hard_or_mid,True,True,False,False,True,True,3.2544529151178323,3.298293022585833,1.3255456441983815,0.024502700305206,0.0327323090593509,2023-10-05
GOOG,2023-07-26,2023-07-26,3,"0,1,2",0.5546487679267208,threshold_miss,hard_or_mid,True,True,False,False,False,True,3.183139137191771,2.1277599909939946,1.320337944324388,0.0616499863689171,0.054440098150284,2023-07-26
MHK,2023-11-14,2023-11-14,3,"0,1,2",0.5729493678562277,threshold_miss,hard_or_mid,True,False,True,True,False,False,4.906305897323622,1.438344995777141,1.5390200800378562,0.0423313995769586,0.0856601626346711,2023-11-14
