seed,ticker,start,end,days,peak_date,max_score,threshold,score_ratio
0,NFLX,2024-07-19,2024-07-19,1,2024-07-19,0.0044093131611589,0.0015159095603688145,2.908691439406275
0,XOM,2023-10-11,2023-10-11,1,2023-10-11,0.0042470249638427,0.0015159095603688145,2.8016347906727477
0,ISRG,2023-07-21,2023-07-21,1,2023-07-21,0.0042271767830243,0.0015159095603688145,2.78854154201379
0,WMT,2024-11-19,2024-11-19,1,2024-11-19,0.0041972374958026,0.0015159095603688145,2.7687914935911015
0,MA,2023-03-17,2023-03-17,1,2023-03-17,0.0041640246585862,0.0015159095603688145,2.746881982572305
0,AAPL,2024-08-05,2024-08-05,1,2024-08-05,0.0041435775057228,0.0015159095603688145,2.7333936100480067
0,APD,2024-08-01,2024-08-01,1,2024-08-01,0.0040823662362527,0.0015159095603688145,2.6930143743268413
0,PM,2024-03-15,2024-03-15,1,2024-03-15,0.0040201053275571,0.0015159095603688145,2.6519427231391197
0,ABBV,2024-03-15,2024-03-15,1,2024-03-15,0.0039925152665697,0.0015159095603688145,2.6337423886939124
0,GOOG,2024-10-30,2024-10-30,1,2024-10-30,0.0039358412140308,0.0015159095603688145,2.5963562186871005
0,A,2024-11-01,2024-11-01,1,2024-11-01,0.0037975307928807,0.0015159095603688145,2.5051169886129463
0,ISRG,2024-04-19,2024-04-19,1,2024-04-19,0.0035869085648907,0.0015159095603688145,2.366175831767972
0,GM,2024-03-15,2024-03-15,1,2024-03-15,0.0035858810922945,0.0015159095603688145,2.365498038960893
0,RCL,2023-05-04,2023-05-04,1,2023-05-04,0.0035746954074663,0.0015159095603688145,2.3581191786907074
0,AMD,2023-05-25,2023-05-25,1,2023-05-25,0.0035420714102656,0.0015159095603688145,2.336598107741882
0,TSLA,2023-04-20,2023-04-20,1,2023-04-20,0.0034977842636484,0.0015159095603688145,2.307383207476707
0,COF,2023-05-16,2023-05-16,1,2023-05-16,0.0034334699425623,0.0015159095603688145,2.264956981818197
0,BLDR,2024-08-02,2024-08-06,3,2024-08-05,0.0033280296076554,0.0015159095603688145,2.1954011602418446
0,AVGO,2024-08-05,2024-08-05,1,2024-08-05,0.0033093587637874,0.0015159095603688145,2.1830845654026003
0,CPB,2024-03-06,2024-03-06,1,2024-03-06,0.003280097876753,0.0015159095603688145,2.1637820372047565
0,LEN,2023-06-15,2023-06-15,1,2023-06-15,0.0032331794762285,0.0015159095603688145,2.1328313777781576
0,AMD,2023-08-02,2023-08-02,1,2023-08-02,0.0032122792254085,0.0015159095603688145,2.11904411014267
0,ABNB,2023-09-15,2023-09-15,1,2023-09-15,0.0031631382550889,0.0015159095603688145,2.0866272881868504
0,ALLE,2023-10-31,2023-10-31,1,2023-10-31,0.0030297115043746,0.0015159095603688145,1.9986096687967874
