ticker,rows,labels,return_extremes,volume_extremes,gap_extremes,preds,threshold,max_score,tp,fp,fn,return_std,volume_std,gap_std
CVX,502,18,7,9,8,6,0.00033870518696791453,0.0022543110457869,4,2,14,0.013430978947415477,1.1221264132677382,0.007574554923423563
DLTR,502,11,6,7,8,6,0.0012065165881316982,0.0782679088413715,4,2,7,0.023723402942329372,1.1091854460773911,0.013617713256749585
EL,502,8,7,6,5,5,0.001997243307655206,0.053319762336711,3,2,5,0.027512768558586656,1.1036871190445254,0.02153859136413431
EXPE,502,10,6,8,8,5,0.0011457721421380715,0.3684579660495122,5,0,5,0.025497776793570973,1.119950816922282,0.016482533639307493
FDX,502,13,6,12,7,4,0.0005854955022181004,0.0670377892131606,4,0,9,0.01820245773805882,1.1420411577752556,0.013800603053265402
GE,502,19,12,7,10,6,0.0008770993757397695,0.0071281740080793,5,1,14,0.017305965346190402,1.1302692546352466,0.008219088750463035
GILD,502,19,4,11,11,6,0.0008322679528615867,0.0145406192944695,3,3,16,0.014283618641264028,1.086986811349423,0.007473535843790029
GOOG,502,19,6,7,14,6,0.0012327482177597626,0.0159368713735602,5,1,14,0.01836439653196207,1.1132192142256905,0.013007510388056268
HON,502,19,8,8,10,6,0.0005349713224804512,0.0035854829358868,6,0,13,0.01144755605188275,1.1115961072688603,0.007156653536608716
INTC,502,13,6,4,10,6,0.001165050384488398,0.0812920916825532,4,2,9,0.029506833866785896,1.087692338996587,0.018718048371396748
JPM,502,22,10,9,11,5,0.0007999259871502779,0.0012302590844325,5,0,17,0.013887416916457286,1.12993410152383,0.00769016465723481
KEYS,502,12,7,9,6,6,0.0028489668915612333,0.0351663138717412,6,0,6,0.019162026905774086,1.1306443260710366,0.014528129324082378
LEN,502,22,5,11,12,6,0.002017803612172431,0.0072287691301122,6,0,16,0.018423304448875855,1.096693720189186,0.012045881195775541
LIN,502,18,11,7,11,6,0.0004749971291396112,0.0013554726021885,6,0,12,0.01095633410737141,1.1534560284250266,0.007518000752447891
LMT,502,20,8,11,7,6,0.000428938073025269,0.0018296512366481,5,1,15,0.011022808947978973,1.0911826792558985,0.00562608497651814
LNT,502,21,4,10,9,6,0.0005631543450808151,0.0020175642680331,3,3,18,0.011948801715546057,1.11843928891792,0.005873517218117607
LULU,502,13,9,9,8,6,0.002674822488574125,0.8691304286321004,6,0,7,0.02259060107737534,1.1841513200579787,0.016461100985021824
MGM,502,14,5,8,8,6,0.0011181345034083226,0.0345320023064102,5,1,9,0.02108496643202704,1.0900989134425154,0.011837692471634133
MHK,502,13,6,7,7,6,0.000713043718109963,0.1044175581115743,4,2,9,0.023699756168411606,1.1090946793133605,0.014203558662004342
MMM,502,19,7,9,12,6,0.000487235815954539,0.0055222439424445,5,1,14,0.018755828052680407,1.0904496581294496,0.010121116504899308
MRK,502,21,6,9,11,6,0.001023989916354318,0.0072625872523834,5,1,16,0.012678451388677734,1.1525350953467188,0.006526724939870723
MU,502,10,4,8,5,5,0.001602547550932888,0.1659927852451801,4,1,6,0.02802857387722255,1.1387108767440879,0.020429875630462398
ORCL,502,10,7,7,8,6,0.0009571780410478005,0.0668140730510155,5,1,5,0.019680185950052255,1.1292393483553376,0.014346308853349947
PHM,502,22,9,7,10,5,0.0007571026090868782,0.0027493225662813,4,1,18,0.019126095076413056,1.0781876718039853,0.011969516942212821
PLTR,502,15,8,8,9,6,0.005443822727692618,0.1435479890555143,5,1,10,0.04049165129084636,1.1716023906169675,0.02665830955745777
PM,502,18,5,6,9,6,0.00032785781521910444,0.0012939262887205,5,1,13,0.011476440612266856,1.0748611840981424,0.005666813923344155
RTX,502,14,6,5,10,5,0.0015304854665192471,0.0761746942996978,4,1,10,0.01329336059830296,1.1272143185177461,0.008981706027223577
TMO,502,21,7,6,12,6,0.0007905247629476566,0.0028045127362323,5,1,16,0.01348719565328771,1.1194730626013374,0.008995621822306772
TSLA,502,14,7,3,12,6,0.012985700289330744,0.0868221968412399,5,1,9,0.03676236701836122,1.1843234386413584,0.023599382731974983
UNH,502,19,11,7,12,6,0.0014620372009763473,0.0038305691437775,6,0,13,0.015433717223483339,1.148792753155117,0.010467666193369304
V,502,22,5,11,9,6,0.0007495282764337581,0.00228875581239,4,2,18,0.010225863626820696,1.1062792201888116,0.006435380247390017
XOM,502,19,3,9,10,6,0.0005133770568959584,0.0011739538492596,3,3,16,0.014057236843655238,1.1212809787207518,0.008086047480047435
