ticker,rows,labels,return_extremes,volume_extremes,gap_extremes,preds,threshold,max_score,tp,fp,fn,return_std,volume_std,gap_std
AFL,502,19,8,11,6,6,0.9775545964290986,0.9963848310461856,6,0,13,0.012814049206470366,1.0711159421952194,0.00733419342338808
ALGN,502,10,5,7,6,5,0.9956828242585216,0.9998155526043973,4,1,6,0.02997232485393454,1.130785804252185,0.020788132178965326
ALL,502,23,7,6,13,6,0.9727309281392947,0.99933598937583,4,2,19,0.015100305303347232,1.0641183785169868,0.007693024301685178
APD,502,11,8,5,6,6,0.9915073041168659,0.9994835472923124,6,0,5,0.01700897104227173,1.1290193633623755,0.010587640472738016
APTV,502,11,7,7,6,6,0.9942042939353695,0.9995573262505534,6,0,5,0.022838313258123834,1.1003799194659745,0.01532448258905353
AVGO,502,14,9,8,5,6,0.9957163936845211,0.999667994687915,5,1,9,0.027327212513621704,1.1588508545098906,0.016807883011122814
BAC,502,21,9,9,11,6,0.9957104913678618,0.9987088682307804,6,0,15,0.015606433428249833,1.1443546629150319,0.009391794600941878
BLDR,502,20,7,6,11,6,0.9973804780876494,0.999594215729674,6,0,14,0.026981553829305057,1.164112473781545,0.014872872514529479
CMCSA,502,19,6,10,9,6,0.9942374944665783,0.9974915154198024,6,0,13,0.015174555238708488,1.087298092363816,0.008164091586212773
CRM,502,12,6,10,6,6,0.9936155378486057,0.9998155526043973,6,0,6,0.020997944706709813,1.164953978839045,0.01648763919436391
CSCO,502,20,8,11,7,5,0.9888704441493287,0.9984506418769368,5,0,15,0.01216360136498144,1.0955455318815432,0.00870879282498405
CVS,502,13,8,5,9,6,0.9927862623579755,0.999594215729674,4,2,9,0.019817495046276046,1.1366747295855657,0.01336235145811979
CVX,502,18,7,9,8,6,0.9957934926958832,0.9989670945846244,6,0,12,0.013430978947415477,1.1221264132677382,0.007574554923423563
DHI,502,16,9,5,10,6,0.9775468496384833,0.9995573262505534,6,0,10,0.019401846234141516,1.0801402144296823,0.013574956832192578
DIS,502,11,6,8,8,6,0.9935576213663865,0.9994835472923124,5,1,6,0.016446061098951144,1.2006209832400507,0.009970711501839652
DLTR,502,11,6,7,8,5,0.9839501254242292,0.999741773646156,4,1,7,0.023723402942329372,1.1091854460773911,0.013617713256749585
EL,502,8,7,6,5,6,0.9959001032905415,0.9998524420835178,5,1,3,0.027512768558586656,1.1036871190445254,0.02153859136413431
EXPE,502,10,6,8,8,6,0.9974771285229455,0.9996311052087944,6,0,4,0.025497776793570973,1.119950816922282,0.016482533639307493
FDX,502,13,6,12,7,6,0.9965574738084699,0.9995573262505534,6,0,7,0.01820245773805882,1.1420411577752556,0.013800603053265402
GE,502,19,12,7,10,6,0.9902309281392947,0.9977128522945256,6,0,13,0.017305965346190402,1.1302692546352466,0.008219088750463035
GILD,502,19,4,11,11,5,0.9887749003984064,0.9984506418769368,5,0,14,0.014283618641264028,1.086986811349423,0.007473535843790029
GOOG,502,19,6,7,14,6,0.9888165855098127,0.9950568097978456,6,0,13,0.01836439653196207,1.1132192142256905,0.013007510388056268
HON,502,19,8,8,10,6,0.9853810683193154,0.9977128522945256,6,0,13,0.01144755605188275,1.1115961072688603,0.007156653536608716
INTC,502,13,6,4,10,5,0.9954555850671387,0.9997786631252766,5,0,8,0.029506833866785896,1.087692338996587,0.018718048371396748
JPM,502,22,10,9,11,6,0.9954548472775563,0.99933598937583,6,0,16,0.013887416916457286,1.12993410152383,0.00769016465723481
LEN,502,22,5,11,12,6,0.98734395750332,0.9983768629186957,6,0,16,0.018423304448875855,1.096693720189186,0.012045881195775541
LIN,502,18,11,7,11,6,0.9887734248192418,0.9992253209384684,5,1,13,0.01095633410737141,1.1534560284250266,0.007518000752447891
LLY,502,13,7,7,8,6,0.9902080566622399,0.9994835472923124,6,0,7,0.018403490961089394,1.095673111555997,0.013406078989285081
LMT,502,20,8,11,7,6,0.9917961487383798,0.9989670945846244,6,0,14,0.011022808947978973,1.0911826792558985,0.00562608497651814
LNT,502,21,4,10,9,5,0.9890316511730854,0.9988564261472628,4,1,17,0.011948801715546057,1.11843928891792,0.005873517218117607
LULU,502,13,9,9,8,6,0.9976862918695588,0.999594215729674,6,0,7,0.02259060107737534,1.1841513200579787,0.016461100985021824
LW,502,12,6,9,6,5,0.9985956175298804,0.9999631105208796,5,0,7,0.026637919294547414,1.1795639264912294,0.017041678558121717
META,502,12,5,8,7,6,0.9976667404456249,0.999667994687915,6,0,6,0.023282536859538395,1.0947951921635908,0.018873309568397646
MHK,502,13,6,7,7,6,0.9958772318134868,0.9995573262505534,6,0,7,0.023699756168411606,1.1090946793133605,0.014203558662004342
MMM,502,19,7,9,12,6,0.9912461266046924,0.9997048841670356,5,1,14,0.018755828052680407,1.0904496581294496,0.010121116504899308
MO,502,17,6,9,9,6,0.9940069352220746,0.9992622104175888,5,1,12,0.011031805385337956,1.1342839023295819,0.005100146995588167
MRK,502,21,6,9,11,6,0.9900354138999558,0.9994097683340712,6,0,15,0.012678451388677734,1.1525350953467188,0.006526724939870723
NFLX,502,15,8,10,8,6,0.9951501401800206,0.999594215729674,6,0,9,0.020983330077179473,1.0824842261714447,0.013458330891447861
NVDA,502,10,6,3,7,6,0.9963501549358122,0.9999631105208796,6,0,4,0.031153721547726842,1.1186429961877882,0.021393672557055772
PHM,502,22,9,7,10,5,0.9819212040725984,0.9967537258373912,5,0,17,0.019126095076413056,1.0781876718039853,0.011969516942212821
PLTR,502,15,8,8,9,6,0.9993640253799615,0.9999631105208796,6,0,9,0.04049165129084636,1.1716023906169675,0.02665830955745777
PM,502,18,5,6,9,6,0.9839888593773056,0.9985981997934188,5,1,13,0.011476440612266856,1.0748611840981424,0.005666813923344155
RTX,502,14,6,5,10,5,0.9930238306035118,0.9994835472923124,4,1,10,0.01329336059830296,1.1272143185177461,0.008981706027223577
TGT,502,11,5,9,7,6,0.9963752397816142,1.0,6,0,5,0.021789721537354693,1.244119876116802,0.01635425165569037
TMO,502,21,7,6,12,5,0.9888837243618122,0.9981186365648516,4,1,17,0.01348719565328771,1.1194730626013374,0.008995621822306772
UNH,502,19,11,7,12,6,0.9875302493728788,0.9985613103142984,6,0,13,0.015433717223483339,1.148792753155117,0.010467666193369304
V,502,22,5,11,9,5,0.984604913678619,0.9959052678176183,5,0,17,0.010225863626820696,1.1062792201888116,0.006435380247390017
XOM,502,19,3,9,10,6,0.9948369485022871,0.9990408735428656,6,0,13,0.014057236843655238,1.1212809787207518,0.008086047480047435
